,dataset,target_coverage,expected_coverage,coverage,mse_expected,mse_filtered,mse_prop_base,comparison_loss
476,55_sulfur,0.7000000000000001,0.7538436105141346,0.7604166666666666,0.0007850759225619935,0.0005843212136517921,0.28377708222728176,0.0006060914748932413
477,55_sulfur,0.8,0.8907257397917011,0.886656746031746,0.0008589670744625762,0.000682665734107197,0.33381288469389797,0.0006060914748932413
478,55_sulfur,0.9,0.9555298396429162,0.9546130952380952,0.0009957972338234217,0.0008208183318407576,0.3944119759048996,0.0006060914748932413
479,55_sulfur,1.0,1.0,1.0,0.0021696038940372917,0.0019263711703655902,1.0,0.0006060914748932413
480,56_debutanizer,0.1,0.10995128740431455,0.08254963427377221,0.002630609990796705,0.004412477282105641,0.19819806985206218,0.005175224494968974
481,56_debutanizer,0.2,0.28114126652748783,0.2560083594566353,0.004516625888611757,0.005318694182383188,0.21753674139139687,0.005175224494968974
482,56_debutanizer,0.30000000000000004,0.3980514961725818,0.3793103448275862,0.005259925235499438,0.005753411819245871,0.24345600083587363,0.005175224494968974
483,56_debutanizer,0.4,0.5560194850382741,0.5475444096133751,0.00619079283927544,0.006831053481908086,0.31902288781052013,0.005175224494968974
484,56_debutanizer,0.5,0.5560194850382741,0.5475444096133751,0.00619079283927544,0.006831053481908086,0.31902288781052013,0.005175224494968974
485,56_debutanizer,0.6,0.6416144745998609,0.6363636363636364,0.006594221525211197,0.007523245640095852,0.37210666428867034,0.005175224494968974
486,56_debutanizer,0.7000000000000001,0.7299930410577592,0.7251828631138976,0.007730344989890727,0.008949772188189502,0.44626454917906966,0.005175224494968974
487,56_debutanizer,0.8,0.813500347947112,0.8056426332288401,0.009060800818907781,0.010402229554328476,0.5420717111134014,0.005175224494968974
488,56_debutanizer,0.9,0.9241475295755045,0.9028213166144201,0.012055374727198774,0.013768436884438037,0.7233489339817404,0.005175224494968974
489,56_debutanizer,1.0,1.0,1.0,0.020875305357395645,0.019000594564297365,1.0,0.005175224494968974
490,57_Titanic,0.1,0.28662420382165604,0.2739463601532567,0.02897658428826242,0.10436792624921398,0.45244437315841746,0.1774056049546572
491,57_Titanic,0.2,0.28662420382165604,0.2739463601532567,0.02897658428826242,0.10436792624921398,0.45244437315841746,0.1774056049546572
492,57_Titanic,0.30000000000000004,0.31337579617834393,0.31226053639846746,0.031506266251786784,0.11604701088442532,0.5005501082711747,0.1774056049546572
493,57_Titanic,0.4,0.40764331210191085,0.41954022988505746,0.042564828102133634,0.10676947092854318,0.4518255514255219,0.1774056049546572
494,57_Titanic,0.5,0.5617834394904458,0.578544061302682,0.07452722862410584,0.1266024639875089,0.7817065051764446,0.1774056049546572
495,57_Titanic,0.6,0.6560509554140127,0.6724137931034483,0.09218017920620437,0.1343813470805944,0.8059575196468706,0.1774056049546572
496,57_Titanic,0.7000000000000001,0.9286624203821656,0.921455938697318,0.13385782312246408,0.1553319444763589,0.9778155180868737,0.1774056049546572
497,57_Titanic,0.8,0.9286624203821656,0.921455938697318,0.13385782312246408,0.1553319444763589,0.9778155180868737,0.1774056049546572
498,57_Titanic,0.9,0.9286624203821656,0.921455938697318,0.13385782312246408,0.1553319444763589,0.9778155180868737,0.1774056049546572
499,57_Titanic,1.0,1.0,1.0,0.15185245261731012,0.1549670179582655,1.0,0.1774056049546572
500,59_ilpd-numeric,0.1,0.13142857142857142,0.05150214592274678,0.018074247667752213,0.0,0.0,0.19188669527896998
501,59_ilpd-numeric,0.2,0.21428571428571427,0.0944206008583691,0.028568485227193626,0.09090909090909091,0.29833546734955185,0.19188669527896998
502,59_ilpd-numeric,0.30000000000000004,0.34285714285714286,0.27467811158798283,0.05876435273408694,0.23299559169781,0.8593746634937137,0.19188669527896998
503,59_ilpd-numeric,0.4,0.4228571428571429,0.38197424892703863,0.07319948906534378,0.18005929264123155,0.7783708310439703,0.19188669527896998
504,59_ilpd-numeric,0.5,0.5171428571428571,0.463519313304721,0.08494227067589058,0.17757257455332082,0.7751898487899579,0.19188669527896998
505,59_ilpd-numeric,0.6,0.7142857142857143,0.6609442060085837,0.12577338533013135,0.20242165432615497,0.8583491992543704,0.19188669527896998
506,59_ilpd-numeric,0.7000000000000001,0.7142857142857143,0.6609442060085837,0.12577338533013135,0.20242165432615497,0.8583491992543704,0.19188669527896998
507,59_ilpd-numeric,0.8,0.8142857142857143,0.8197424892703863,0.14141004824502854,0.19803444784075103,0.9028498839007079,0.19188669527896998
508,59_ilpd-numeric,0.9,0.9485714285714286,0.9484978540772532,0.16715037792092194,0.21055864083885745,1.0002713775027239,0.19188669527896998
509,59_ilpd-numeric,1.0,1.0,1.0,0.18066124416999446,0.20163864438692036,1.0,0.19188669527896998
510,5_house_8L,0.1,0.5903006363835857,0.6063864808515308,411475119.86812663,321253767.4736642,0.02817606260994813,882117241.069872
511,5_house_8L,0.2,0.5903006363835857,0.6063864808515308,411475119.86812663,321253767.4736642,0.02817606260994813,882117241.069872
512,5_house_8L,0.30000000000000004,0.5903006363835857,0.6063864808515308,411475119.86812663,321253767.4736642,0.02817606260994813,882117241.069872
513,5_house_8L,0.4,0.5903006363835857,0.6063864808515308,411475119.86812663,321253767.4736642,0.02817606260994813,882117241.069872
514,5_house_8L,0.5,0.5903006363835857,0.6063864808515308,411475119.86812663,321253767.4736642,0.02817606260994813,882117241.069872
515,5_house_8L,0.6,0.669446273132909,0.6882475584330078,469007852.15109426,392043943.558957,0.034358946878713326,882117241.069872
516,5_house_8L,0.7000000000000001,0.789042498719918,0.7989685065291342,568959992.2942333,533192505.68779683,0.07454220834780133,882117241.069872
517,5_house_8L,0.8,0.8027210884353742,0.8121365082848677,586513353.6256077,557936314.905069,0.07815944030956173,882117241.069872
